start,end,length,strand,frame,chromosome
566144,567467,1323,-1,0,chrVII
534131,534458,327,-1,0,chrVII
529256,529586,330,-1,0,chrVII
527714,528053,339,-1,0,chrVII
517331,518015,684,-1,0,chrVII
504656,505859,1203,-1,0,chrVII
497420,497807,387,-1,0,chrVII
495452,496502,1050,-1,0,chrVII
492473,494174,1701,-1,0,chrVII
489707,490547,840,-1,0,chrVII
479909,482666,2757,-1,0,chrVII
476312,478652,2340,-1,0,chrVII
474488,475247,759,-1,0,chrVII
469091,472298,3207,-1,0,chrVII
448763,450059,1296,-1,0,chrVII
446411,448535,2124,-1,0,chrVII
406859,409604,2745,-1,0,chrVII
388967,389711,744,-1,0,chrVII
360287,361859,1572,-1,0,chrVII
350615,352298,1683,-1,0,chrVII
311504,311933,429,-1,0,chrVII
281633,283937,2304,-1,0,chrVII
278945,280523,1578,-1,0,chrVII
277745,278072,327,-1,0,chrVII
272849,273239,390,-1,0,chrVII
271772,272087,315,-1,0,chrVII
267722,269075,1353,-1,0,chrVII
261647,265859,4212,-1,0,chrVII
260738,261098,360,-1,0,chrVII
252896,253859,963,-1,0,chrVII
241352,245012,3660,-1,0,chrVII
234716,235958,1242,-1,0,chrVII
227753,228329,576,-1,0,chrVII
224639,224975,336,-1,0,chrVII
193706,196403,2697,-1,0,chrVII
180914,181382,468,-1,0,chrVII
175526,180113,4587,-1,0,chrVII
156542,157067,525,-1,0,chrVII
145808,147389,1581,-1,0,chrVII
122693,123305,612,-1,0,chrVII
102542,107504,4962,-1,0,chrVII
93263,93719,456,-1,0,chrVII
90053,91247,1194,-1,0,chrVII
82877,84257,1380,-1,0,chrVII
81425,82292,867,-1,0,chrVII
78014,78857,843,-1,0,chrVII
64502,66959,2457,-1,0,chrVII
63047,63620,573,-1,0,chrVII
60998,61394,396,-1,0,chrVII
53786,55796,2010,-1,0,chrVII
52730,53528,798,-1,0,chrVII
50360,50786,426,-1,0,chrVII
49430,49745,315,-1,0,chrVII
47531,48029,498,-1,0,chrVII
44651,45197,546,-1,0,chrVII
37616,38780,1164,-1,0,chrVII
27920,31061,3141,-1,0,chrVII
1089745,1090228,483,-1,1,chrVII
1088869,1089445,576,-1,1,chrVII
1086361,1086712,351,-1,1,chrVII
1079884,1080346,462,-1,1,chrVII
1073962,1075813,1851,-1,1,chrVII
1067221,1068991,1770,-1,1,chrVII
1061851,1063153,1302,-1,1,chrVII
1060657,1061590,933,-1,1,chrVII
1043818,1045480,1662,-1,1,chrVII
1039894,1043095,3201,-1,1,chrVII
1012480,1012921,441,-1,1,chrVII
1006204,1007305,1101,-1,1,chrVII
954673,958210,3537,-1,1,chrVII
949381,950899,1518,-1,1,chrVII
937123,938992,1869,-1,1,chrVII
936073,936883,810,-1,1,chrVII
918511,919465,954,-1,1,chrVII
907957,908377,420,-1,1,chrVII
889732,892186,2454,-1,1,chrVII
886072,887875,1803,-1,1,chrVII
882811,883810,999,-1,1,chrVII
869176,869962,786,-1,1,chrVII
866335,867520,1185,-1,1,chrVII
859900,865753,5853,-1,1,chrVII
858550,858904,354,-1,1,chrVII
840823,842551,1728,-1,1,chrVII
834688,835903,1215,-1,1,chrVII
821692,823015,1323,-1,1,chrVII
806680,807055,375,-1,1,chrVII
784222,784858,636,-1,1,chrVII
751393,753844,2451,-1,1,chrVII
747949,750091,2142,-1,1,chrVII
740566,740869,303,-1,1,chrVII
728791,729157,366,-1,1,chrVII
705358,706501,1143,-1,1,chrVII
697444,698368,924,-1,1,chrVII
675670,676441,771,-1,1,chrVII
651289,652981,1692,-1,1,chrVII
649597,650617,1020,-1,1,chrVII
648382,648907,525,-1,1,chrVII
647122,648142,1020,-1,1,chrVII
643147,643780,633,-1,1,chrVII
635614,635986,372,-1,1,chrVII
631480,634063,2583,-1,1,chrVII
620920,621799,879,-1,1,chrVII
618076,619858,1782,-1,1,chrVII
617515,617824,309,-1,1,chrVII
616327,617278,951,-1,1,chrVII
594985,595837,852,-1,1,chrVII
583933,584296,363,-1,1,chrVII
571969,573136,1167,-1,1,chrVII
562198,565666,3468,-1,1,chrVII
558148,558868,720,-1,1,chrVII
557071,557422,351,-1,1,chrVII
546808,547300,492,-1,1,chrVII
545680,546157,477,-1,1,chrVII
526972,527329,357,-1,1,chrVII
521089,522076,987,-1,1,chrVII
498475,499906,1431,-1,1,chrVII
490702,491956,1254,-1,1,chrVII
459109,459664,555,-1,1,chrVII
457162,457870,708,-1,1,chrVII
455479,455953,474,-1,1,chrVII
450196,452104,1908,-1,1,chrVII
443641,446143,2502,-1,1,chrVII
441280,442909,1629,-1,1,chrVII
433213,433579,366,-1,1,chrVII
428722,429064,342,-1,1,chrVII
410068,411286,1218,-1,1,chrVII
400870,401287,417,-1,1,chrVII
396034,397618,1584,-1,1,chrVII
385606,385924,318,-1,1,chrVII
379759,381271,1512,-1,1,chrVII
377977,378283,306,-1,1,chrVII
375049,375514,465,-1,1,chrVII
374458,374827,369,-1,1,chrVII
372733,373309,576,-1,1,chrVII
371002,371362,360,-1,1,chrVII
362224,363916,1692,-1,1,chrVII
346405,346708,303,-1,1,chrVII
342055,343042,987,-1,1,chrVII
331117,334465,3348,-1,1,chrVII
328873,330607,1734,-1,1,chrVII
319798,320122,324,-1,1,chrVII
298177,299728,1551,-1,1,chrVII
290017,290425,408,-1,1,chrVII
288013,288451,438,-1,1,chrVII
270391,270775,384,-1,1,chrVII
219190,219508,318,-1,1,chrVII
216691,217369,678,-1,1,chrVII
198670,198994,324,-1,1,chrVII
191977,193300,1323,-1,1,chrVII
187615,190468,2853,-1,1,chrVII
174841,175141,300,-1,1,chrVII
173284,174322,1038,-1,1,chrVII
163408,165091,1683,-1,1,chrVII
153166,154306,1140,-1,1,chrVII
151036,152776,1740,-1,1,chrVII
148228,148588,360,-1,1,chrVII
124813,125137,324,-1,1,chrVII
123571,124042,471,-1,1,chrVII
117853,120907,3054,-1,1,chrVII
112474,114664,2190,-1,1,chrVII
84838,85180,342,-1,1,chrVII
79111,80365,1254,-1,1,chrVII
25717,27484,1767,-1,1,chrVII
6289,6652,363,-1,1,chrVII
1088952,1089459,507,-1,2,chrVII
1088247,1088583,336,-1,2,chrVII
1063812,1064940,1128,-1,2,chrVII
1062003,1062492,489,-1,2,chrVII
1057782,1058724,942,-1,2,chrVII
1050909,1051725,816,-1,2,chrVII
1048797,1049958,1161,-1,2,chrVII
1038714,1039239,525,-1,2,chrVII
1037799,1038501,702,-1,2,chrVII
1017966,1019241,1275,-1,2,chrVII
1016973,1017759,786,-1,2,chrVII
1007670,1010766,3096,-1,2,chrVII
1002522,1003962,1440,-1,2,chrVII
996897,997236,339,-1,2,chrVII
988947,989247,300,-1,2,chrVII
979764,982068,2304,-1,2,chrVII
974874,976581,1707,-1,2,chrVII
970770,973734,2964,-1,2,chrVII
969186,970053,867,-1,2,chrVII
963297,965655,2358,-1,2,chrVII
961359,962061,702,-1,2,chrVII
942849,943281,432,-1,2,chrVII
922632,924462,1830,-1,2,chrVII
912912,913227,315,-1,2,chrVII
910842,911628,786,-1,2,chrVII
884508,885741,1233,-1,2,chrVII
872043,875109,3066,-1,2,chrVII
870231,871416,1185,-1,2,chrVII
860007,860310,303,-1,2,chrVII
853674,854895,1221,-1,2,chrVII
851046,853215,2169,-1,2,chrVII
845892,846405,513,-1,2,chrVII
842844,843591,747,-1,2,chrVII
817746,821214,3468,-1,2,chrVII
814929,815244,315,-1,2,chrVII
796797,797868,1071,-1,2,chrVII
794673,795492,819,-1,2,chrVII
790458,793053,2595,-1,2,chrVII
787311,787779,468,-1,2,chrVII
763761,765606,1845,-1,2,chrVII
731448,732927,1479,-1,2,chrVII
730032,730860,828,-1,2,chrVII
720264,720654,390,-1,2,chrVII
698988,699786,798,-1,2,chrVII
696144,696450,306,-1,2,chrVII
692175,692658,483,-1,2,chrVII
656979,657327,348,-1,2,chrVII
644859,646815,1956,-1,2,chrVII
639771,640371,600,-1,2,chrVII
637743,639513,1770,-1,2,chrVII
634878,635247,369,-1,2,chrVII
629019,629487,468,-1,2,chrVII
625323,627084,1761,-1,2,chrVII
622371,624786,2415,-1,2,chrVII
592905,593229,324,-1,2,chrVII
580434,581436,1002,-1,2,chrVII
569094,571398,2304,-1,2,chrVII
554247,554967,720,-1,2,chrVII
531882,532596,714,-1,2,chrVII
524364,524694,330,-1,2,chrVII
509046,511002,1956,-1,2,chrVII
488280,488619,339,-1,2,chrVII
465042,465435,393,-1,2,chrVII
437466,437934,468,-1,2,chrVII
435969,436329,360,-1,2,chrVII
431547,433062,1515,-1,2,chrVII
427296,427947,651,-1,2,chrVII
425361,426804,1443,-1,2,chrVII
419526,420555,1029,-1,2,chrVII
418287,418593,306,-1,2,chrVII
416145,417036,891,-1,2,chrVII
394965,395829,864,-1,2,chrVII
390114,390432,318,-1,2,chrVII
383682,384015,333,-1,2,chrVII
381522,383208,1686,-1,2,chrVII
369717,370272,555,-1,2,chrVII
368595,368922,327,-1,2,chrVII
366924,368088,1164,-1,2,chrVII
344790,345153,363,-1,2,chrVII
336390,336738,348,-1,2,chrVII
308712,310173,1461,-1,2,chrVII
304332,306273,1941,-1,2,chrVII
303648,304071,423,-1,2,chrVII
301536,303411,1875,-1,2,chrVII
300111,300414,303,-1,2,chrVII
280776,281157,381,-1,2,chrVII
274779,276714,1935,-1,2,chrVII
271242,271605,363,-1,2,chrVII
269292,270336,1044,-1,2,chrVII
250077,250386,309,-1,2,chrVII
248493,249531,1038,-1,2,chrVII
239553,239877,324,-1,2,chrVII
236268,238119,1851,-1,2,chrVII
232449,234507,2058,-1,2,chrVII
228750,229686,936,-1,2,chrVII
221103,225573,4470,-1,2,chrVII
215277,216096,819,-1,2,chrVII
209115,209427,312,-1,2,chrVII
199209,200142,933,-1,2,chrVII
191397,191976,579,-1,2,chrVII
184152,185394,1242,-1,2,chrVII
171414,173079,1665,-1,2,chrVII
157272,157596,324,-1,2,chrVII
154614,156012,1398,-1,2,chrVII
149703,150171,468,-1,2,chrVII
141915,142227,312,-1,2,chrVII
140367,141726,1359,-1,2,chrVII
138927,139347,420,-1,2,chrVII
137322,137733,411,-1,2,chrVII
134232,134604,372,-1,2,chrVII
133641,134037,396,-1,2,chrVII
111699,112005,306,-1,2,chrVII
80658,81186,528,-1,2,chrVII
63771,64215,444,-1,2,chrVII
40248,40677,429,-1,2,chrVII
12480,14157,1677,-1,2,chrVII
810,1293,483,1,0,chrVIII
1593,2037,444,1,0,chrVIII
2328,2664,336,1,0,chrVIII
12501,12849,348,1,0,chrVIII
15666,16119,453,1,0,chrVIII
17391,17841,450,1,0,chrVIII
40083,45690,5607,1,0,chrVIII
48762,50580,1818,1,0,chrVIII
52353,52677,324,1,0,chrVIII
58272,58605,333,1,0,chrVIII
67710,68304,594,1,0,chrVIII
68775,69147,372,1,0,chrVIII
70275,71874,1599,1,0,chrVIII
75411,75777,366,1,0,chrVIII
85908,87150,1242,1,0,chrVIII
97731,98085,354,1,0,chrVIII
117813,119439,1626,1,0,chrVIII
123105,123414,309,1,0,chrVIII
127779,129120,1341,1,0,chrVIII
134553,136533,1980,1,0,chrVIII
138693,139851,1158,1,0,chrVIII
142248,142602,354,1,0,chrVIII
151665,157452,5787,1,0,chrVIII
162516,162861,345,1,0,chrVIII
173343,175089,1746,1,0,chrVIII
178218,180111,1893,1,0,chrVIII
184065,184758,693,1,0,chrVIII
187923,189024,1101,1,0,chrVIII
190542,192618,2076,1,0,chrVIII
204606,206151,1545,1,0,chrVIII
220107,220500,393,1,0,chrVIII
225441,225777,336,1,0,chrVIII
228282,228588,306,1,0,chrVIII
237003,237693,690,1,0,chrVIII
239097,241293,2196,1,0,chrVIII
246192,248337,2145,1,0,chrVIII
251100,252225,1125,1,0,chrVIII
256359,258018,1659,1,0,chrVIII
267537,268092,555,1,0,chrVIII
274173,276240,2067,1,0,chrVIII
302760,313995,11235,1,0,chrVIII
324765,325410,645,1,0,chrVIII
328302,330060,1758,1,0,chrVIII
330309,332067,1758,1,0,chrVIII
336336,337809,1473,1,0,chrVIII
338082,339984,1902,1,0,chrVIII
341664,342120,456,1,0,chrVIII
342348,344268,1920,1,0,chrVIII
352755,353319,564,1,0,chrVIII
358857,359163,306,1,0,chrVIII
360912,361644,732,1,0,chrVIII
370053,370449,396,1,0,chrVIII
371748,372558,810,1,0,chrVIII
375708,377250,1542,1,0,chrVIII
380571,381291,720,1,0,chrVIII
385509,386487,978,1,0,chrVIII
401433,401955,522,1,0,chrVIII
423723,424473,750,1,0,chrVIII
439341,440127,786,1,0,chrVIII
440376,441933,1557,1,0,chrVIII
451326,452640,1314,1,0,chrVIII
452871,453441,570,1,0,chrVIII
462501,463704,1203,1,0,chrVIII
465177,465669,492,1,0,chrVIII
472743,474459,1716,1,0,chrVIII
486825,487662,837,1,0,chrVIII
490746,491712,966,1,0,chrVIII
541650,542262,612,1,0,chrVIII
560172,562047,1875,1,0,chrVIII
1579,1954,375,1,1,chrVIII
6400,7546,1146,1,1,chrVIII
13564,14272,708,1,1,chrVIII
23926,24295,369,1,1,chrVIII
33175,33637,462,1,1,chrVIII
39073,39535,462,1,1,chrVIII
54850,55849,999,1,1,chrVIII
70366,70666,300,1,1,chrVIII
87391,91318,3927,1,1,chrVIII
106054,107368,1314,1,1,chrVIII
108811,109885,1074,1,1,chrVIII
127003,127492,489,1,1,chrVIII
132046,132922,876,1,1,chrVIII
143995,146062,2067,1,1,chrVIII
149224,149680,456,1,1,chrVIII
160843,161485,642,1,1,chrVIII
195550,197233,1683,1,1,chrVIII
206461,207193,732,1,1,chrVIII
209704,210151,447,1,1,chrVIII
210847,211978,1131,1,1,chrVIII
217405,217840,435,1,1,chrVIII
232132,233296,1164,1,1,chrVIII
234880,236380,1500,1,1,chrVIII
242581,245572,2991,1,1,chrVIII
259612,260131,519,1,1,chrVIII
265237,265759,522,1,1,chrVIII
272626,273616,990,1,1,chrVIII
275401,275905,504,1,1,chrVIII
276763,277768,1005,1,1,chrVIII
278152,279724,1572,1,1,chrVIII
280819,281155,336,1,1,chrVIII
281494,282382,888,1,1,chrVIII
284053,284389,336,1,1,chrVIII
285400,285823,423,1,1,chrVIII
289141,289690,549,1,1,chrVIII
292942,293437,495,1,1,chrVIII
297619,298045,426,1,1,chrVIII
320413,322972,2559,1,1,chrVIII
325597,326626,1029,1,1,chrVIII
332281,332920,639,1,1,chrVIII
346042,349285,3243,1,1,chrVIII
349573,352453,2880,1,1,chrVIII
356560,358444,1884,1,1,chrVIII
373579,373924,345,1,1,chrVIII
412906,413455,549,1,1,chrVIII
442180,443476,1296,1,1,chrVIII
443827,445384,1557,1,1,chrVIII
454228,455527,1299,1,1,chrVIII
459298,461530,2232,1,1,chrVIII
467227,467914,687,1,1,chrVIII
470959,472429,1470,1,1,chrVIII
479359,479710,351,1,1,chrVIII
484027,484600,573,1,1,chrVIII
488656,490396,1740,1,1,chrVIII
496504,496819,315,1,1,chrVIII
499078,499885,807,1,1,chrVIII
502387,504196,1809,1,1,chrVIII
509362,511837,2475,1,1,chrVIII
512731,514600,1869,1,1,chrVIII
517531,518713,1182,1,1,chrVIII
519421,520312,891,1,1,chrVIII
525391,528619,3228,1,1,chrVIII
540799,541099,300,1,1,chrVIII
543007,543493,486,1,1,chrVIII
554395,555967,1572,1,1,chrVIII
558013,558637,624,1,1,chrVIII
559051,559924,873,1,1,chrVIII
560383,560959,576,1,1,chrVIII
9980,10307,327,1,2,chrVIII
14900,15413,513,1,2,chrVIII
21782,23540,1758,1,2,chrVIII
26240,27881,1641,1,2,chrVIII
35372,35798,426,1,2,chrVIII
37049,37388,339,1,2,chrVIII
47606,47933,327,1,2,chrVIII
51110,52988,1878,1,2,chrVIII
56648,58790,2142,1,2,chrVIII
69707,70070,363,1,2,chrVIII
78935,80417,1482,1,2,chrVIII
80735,81128,393,1,2,chrVIII
99218,100403,1185,1,2,chrVIII
102611,103970,1359,1,2,chrVIII
129851,130448,597,1,2,chrVIII
137156,137459,303,1,2,chrVIII
159437,160511,1074,1,2,chrVIII
167351,167672,321,1,2,chrVIII
175547,176819,1272,1,2,chrVIII
180344,181760,1416,1,2,chrVIII
181976,183704,1728,1,2,chrVIII
189254,189761,507,1,2,chrVIII
199274,199613,339,1,2,chrVIII
207653,209303,1650,1,2,chrVIII
220724,221270,546,1,2,chrVIII
229334,230696,1362,1,2,chrVIII
230969,231812,843,1,2,chrVIII
259538,259874,336,1,2,chrVIII
266213,266555,342,1,2,chrVIII
286190,286643,453,1,2,chrVIII
316571,319814,3243,1,2,chrVIII
323408,324392,984,1,2,chrVIII
333071,334394,1323,1,2,chrVIII
344453,345206,753,1,2,chrVIII
353624,354320,696,1,2,chrVIII
355040,356081,1041,1,2,chrVIII
362009,362765,756,1,2,chrVIII
383537,384488,951,1,2,chrVIII
390299,391697,1398,1,2,chrVIII
393533,394085,552,1,2,chrVIII
397250,398990,1740,1,2,chrVIII
402965,406178,3213,1,2,chrVIII
407102,410789,3687,1,2,chrVIII
417548,419063,1515,1,2,chrVIII
423071,423461,390,1,2,chrVIII
426053,426461,408,1,2,chrVIII
432899,433259,360,1,2,chrVIII
436646,436958,312,1,2,chrVIII
445712,447605,1893,1,2,chrVIII
448334,450806,2472,1,2,chrVIII
456590,457952,1362,1,2,chrVIII
468218,470576,2358,1,2,chrVIII
480989,481919,930,1,2,chrVIII
484844,486179,1335,1,2,chrVIII
491930,493658,1728,1,2,chrVIII
493895,496187,2292,1,2,chrVIII
506318,508709,2391,1,2,chrVIII
539150,539747,597,1,2,chrVIII
548666,549002,336,1,2,chrVIII
552098,553502,1404,1,2,chrVIII
559931,560249,318,1,2,chrVIII
560405,560912,507,-1,0,chrVIII
556580,557042,462,-1,0,chrVIII
545768,546161,393,-1,0,chrVIII
537758,538094,336,-1,0,chrVIII
514904,516485,1581,-1,0,chrVIII
507767,508073,306,-1,0,chrVIII
499949,501143,1194,-1,0,chrVIII
497489,498422,933,-1,0,chrVIII
474626,475340,714,-1,0,chrVIII
473204,473552,348,-1,0,chrVIII
451358,451877,519,-1,0,chrVIII
441239,441740,501,-1,0,chrVIII
413684,417179,3495,-1,0,chrVIII
411383,412406,1023,-1,0,chrVIII
394454,396659,2205,-1,0,chrVIII
378218,379199,981,-1,0,chrVIII
377354,377699,345,-1,0,chrVIII
375737,376388,651,-1,0,chrVIII
370721,371597,876,-1,0,chrVIII
368501,369794,1293,-1,0,chrVIII
365339,367892,2553,-1,0,chrVIII
364964,365300,336,-1,0,chrVIII
360947,361451,504,-1,0,chrVIII
339257,339836,579,-1,0,chrVIII
334526,335663,1137,-1,0,chrVIII
299144,301934,2790,-1,0,chrVIII
294668,296447,1779,-1,0,chrVIII
290912,292625,1713,-1,0,chrVIII
282680,283298,618,-1,0,chrVIII
248438,249641,1203,-1,0,chrVIII
227531,229163,1632,-1,0,chrVIII
225524,227243,1719,-1,0,chrVIII
218996,219884,888,-1,0,chrVIII
218225,218843,618,-1,0,chrVIII
204956,205256,300,-1,0,chrVIII
184874,186809,1935,-1,0,chrVIII
170798,172970,2172,-1,0,chrVIII
161729,164711,2982,-1,0,chrVIII
141893,143558,1665,-1,0,chrVIII
136880,138029,1149,-1,0,chrVIII
136262,136562,300,-1,0,chrVIII
122888,123590,702,-1,0,chrVIII
113498,114917,1419,-1,0,chrVIII
110027,111317,1290,-1,0,chrVIII
98342,98795,453,-1,0,chrVIII
95117,97937,2820,-1,0,chrVIII
77429,78353,924,-1,0,chrVIII
67730,69548,1818,-1,0,chrVIII
62960,64157,1197,-1,0,chrVIII
49079,49514,435,-1,0,chrVIII
45053,45458,405,-1,0,chrVIII
43718,44021,303,-1,0,chrVIII
27977,32756,4779,-1,0,chrVIII
3725,4541,816,-1,0,chrVIII
2207,3311,1104,-1,0,chrVIII
1532,1976,444,-1,0,chrVIII
547909,549346,1437,-1,1,chrVIII
520711,521737,1026,-1,1,chrVIII
512821,513127,306,-1,1,chrVIII
504475,505066,591,-1,1,chrVIII
487711,488236,525,-1,1,chrVIII
486229,486631,402,-1,1,chrVIII
473275,473647,372,-1,1,chrVIII
470938,471412,474,-1,1,chrVIII
470227,470548,321,-1,1,chrVIII
469516,469822,306,-1,1,chrVIII
450814,451153,339,-1,1,chrVIII
446284,446677,393,-1,1,chrVIII
444127,444529,402,-1,1,chrVIII
429706,436948,7242,-1,1,chrVIII
424609,429178,4569,-1,1,chrVIII
418513,418876,363,-1,1,chrVIII
416704,417136,432,-1,1,chrVIII
404515,404881,366,-1,1,chrVIII
402085,402682,597,-1,1,chrVIII
392638,393283,645,-1,1,chrVIII
387787,388726,939,-1,1,chrVIII
380107,380419,312,-1,1,chrVIII
374653,375100,447,-1,1,chrVIII
362998,364153,1155,-1,1,chrVIII
359701,360181,480,-1,1,chrVIII
344320,345628,1308,-1,1,chrVIII
340108,341359,1251,-1,1,chrVIII
326812,328036,1224,-1,1,chrVIII
318229,318544,315,-1,1,chrVIII
287080,288811,1731,-1,1,chrVIII
252373,255649,3276,-1,1,chrVIII
238909,239230,321,-1,1,chrVIII
236101,236512,411,-1,1,chrVIII
233578,234658,1080,-1,1,chrVIII
224029,225169,1140,-1,1,chrVIII
221533,222478,945,-1,1,chrVIII
215182,217834,2652,-1,1,chrVIII
213184,214249,1065,-1,1,chrVIII
198739,201310,2571,-1,1,chrVIII
189130,189595,465,-1,1,chrVIII
175558,176212,654,-1,1,chrVIII
168889,170344,1455,-1,1,chrVIII
164977,167434,2457,-1,1,chrVIII
137314,137620,306,-1,1,chrVIII
130729,131446,717,-1,1,chrVIII
124108,125680,1572,-1,1,chrVIII
102586,103075,489,-1,1,chrVIII
98827,99220,393,-1,1,chrVIII
92626,94510,1884,-1,1,chrVIII
84067,85060,993,-1,1,chrVIII
80653,81616,963,-1,1,chrVIII
76096,77314,1218,-1,1,chrVIII
66241,67456,1215,-1,1,chrVIII
59122,62563,3441,-1,1,chrVIII
54820,55915,1095,-1,1,chrVIII
53218,54166,948,-1,1,chrVIII
45928,47968,2040,-1,1,chrVIII
35254,36025,771,-1,1,chrVIII
25777,26179,402,-1,1,chrVIII
22264,22573,309,-1,1,chrVIII
19087,20971,1884,-1,1,chrVIII
8350,10213,1863,-1,1,chrVIII
561198,561681,483,-1,2,chrVIII
560322,560898,576,-1,2,chrVIII
551199,551499,300,-1,2,chrVIII
543963,547431,3468,-1,2,chrVIII
527766,528168,402,-1,2,chrVIII
511431,511800,369,-1,2,chrVIII
496314,497280,966,-1,2,chrVIII
488652,489027,375,-1,2,chrVIII
482004,483837,1833,-1,2,chrVIII
475998,480672,4674,-1,2,chrVIII
459897,460203,306,-1,2,chrVIII
449580,449886,306,-1,2,chrVIII
437169,439050,1881,-1,2,chrVIII
420372,422286,1914,-1,2,chrVIII
419220,420072,852,-1,2,chrVIII
399267,400848,1581,-1,2,chrVIII
388980,389337,357,-1,2,chrVIII
372693,374310,1617,-1,2,chrVIII
351684,352164,480,-1,2,chrVIII
314115,314673,558,-1,2,chrVIII
297384,298080,696,-1,2,chrVIII
293796,294096,300,-1,2,chrVIII
284838,286770,1932,-1,2,chrVIII
283776,284625,849,-1,2,chrVIII
268458,271548,3090,-1,2,chrVIII
262800,266838,4038,-1,2,chrVIII
258243,261591,3348,-1,2,chrVIII
235335,235785,450,-1,2,chrVIII
234873,235236,363,-1,2,chrVIII
232665,233007,342,-1,2,chrVIII
222876,223758,882,-1,2,chrVIII
197397,198285,888,-1,2,chrVIII
194067,194808,741,-1,2,chrVIII
192804,193545,741,-1,2,chrVIII
191076,191460,384,-1,2,chrVIII
176964,177999,1035,-1,2,chrVIII
167676,168561,885,-1,2,chrVIII
157743,159192,1449,-1,2,chrVIII
149574,150345,771,-1,2,chrVIII
147870,148209,339,-1,2,chrVIII
140010,141402,1392,-1,2,chrVIII
120090,121683,1593,-1,2,chrVIII
111753,113094,1341,-1,2,chrVIII
100647,101883,1236,-1,2,chrVIII
81963,83721,1758,-1,2,chrVIII
72036,74244,2208,-1,2,chrVIII
64461,65859,1398,-1,2,chrVIII
38814,39486,672,-1,2,chrVIII
36378,38508,2130,-1,2,chrVIII
33192,34077,885,-1,2,chrVIII
23616,25509,1893,-1,2,chrVIII
11922,12285,363,-1,2,chrVIII
444,2088,1644,-1,2,chrVIII
1614,2397,783,1,0,chrIX
2766,3102,336,1,0,chrIX
29031,29415,384,1,0,chrIX
29415,30048,633,1,0,chrIX
39432,40140,708,1,0,chrIX
46200,46815,615,1,0,chrIX
48090,51306,3216,1,0,chrIX
55197,56379,1182,1,0,chrIX
56544,57252,708,1,0,chrIX
83301,84885,1584,1,0,chrIX
85365,87837,2472,1,0,chrIX
93618,94800,1182,1,0,chrIX
107166,107490,324,1,0,chrIX
113805,116904,3099,1,0,chrIX
122688,125733,3045,1,0,chrIX
132243,133872,1629,1,0,chrIX
144267,144639,372,1,0,chrIX
146202,146514,312,1,0,chrIX
146835,147336,501,1,0,chrIX
150558,151188,630,1,0,chrIX
171750,173028,1278,1,0,chrIX
177372,177726,354,1,0,chrIX
180426,181977,1551,1,0,chrIX
183936,186369,2433,1,0,chrIX
206580,210132,3552,1,0,chrIX
216468,217548,1080,1,0,chrIX
228549,229026,477,1,0,chrIX
249990,251913,1923,1,0,chrIX
255051,255867,816,1,0,chrIX
258912,259770,858,1,0,chrIX
260157,260919,762,1,0,chrIX
268650,270573,1923,1,0,chrIX
277722,278139,417,1,0,chrIX
292632,295737,3105,1,0,chrIX
321453,321933,480,1,0,chrIX
322341,324105,1764,1,0,chrIX
333726,334536,810,1,0,chrIX
334881,335529,648,1,0,chrIX
344061,345183,1122,1,0,chrIX
358713,359028,315,1,0,chrIX
383565,384165,600,1,0,chrIX
397293,398385,1092,1,0,chrIX
407076,407379,303,1,0,chrIX
422634,423036,402,1,0,chrIX
11491,16141,4650,1,1,chrIX
18259,18712,453,1,1,chrIX
19846,21220,1374,1,1,chrIX
37000,38983,1983,1,1,chrIX
41824,45952,4128,1,1,chrIX
63655,63997,342,1,1,chrIX
78073,80149,2076,1,1,chrIX
95215,95551,336,1,1,chrIX
102781,105676,2895,1,1,chrIX
117991,122071,4080,1,1,chrIX
130609,131665,1056,1,1,chrIX
134416,136108,1692,1,1,chrIX
142927,144085,1158,1,1,chrIX
146863,147175,312,1,1,chrIX
151594,154846,3252,1,1,chrIX
178003,179653,1650,1,1,chrIX
193594,195070,1476,1,1,chrIX
195598,196216,618,1,1,chrIX
241942,242716,774,1,1,chrIX
242785,243097,312,1,1,chrIX
243100,243628,528,1,1,chrIX
246391,246826,435,1,1,chrIX
254542,254860,318,1,1,chrIX
261436,264892,3456,1,1,chrIX
266641,267055,414,1,1,chrIX
278425,279847,1422,1,1,chrIX
295564,295903,339,1,1,chrIX
299734,300106,372,1,1,chrIX
304708,305029,321,1,1,chrIX
311164,312460,1296,1,1,chrIX
312904,313861,957,1,1,chrIX
333010,333352,342,1,1,chrIX
339343,341428,2085,1,1,chrIX
342535,342835,300,1,1,chrIX
345691,347797,2106,1,1,chrIX
357958,358261,303,1,1,chrIX
363220,364519,1299,1,1,chrIX
364888,365335,447,1,1,chrIX
367660,368026,366,1,1,chrIX
374524,374860,336,1,1,chrIX
375430,377161,1731,1,1,chrIX
380983,381814,831,1,1,chrIX
382627,383425,798,1,1,chrIX
390481,390952,471,1,1,chrIX
391051,392809,1758,1,1,chrIX
